Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
200.0000       6.1245         18.0000        5.6574         542.1160       213.2424       163.2393       -10.5832       33.8649        446.4938       134.6070       290.0187       285.2842       287.6514       152.7971       143.7689       148.2830       389.9154       369.2747       379.6185       0.2800         0.5155         14.1562        0.0304         0.3306         9.2624         7.1306         293.5307       
200.0000       6.1024         19.0000        5.6778         547.1891       216.5957       167.1203       -10.3170       34.2959        450.9798       136.2531       294.1145       289.3851       291.7498       153.8620       144.8859       149.3739       393.0470       372.4926       382.7927       0.2813         0.5120         14.0931        0.0300         0.3261         9.2985         7.1683         294.4779       
200.0000       6.0804         20.0000        5.6984         552.2230       219.9511       170.9902       -10.0499       34.7175        455.4051       137.8707       298.1905       293.4633       295.8269       154.9035       145.9739       150.4387       396.1187       375.6386       385.9011       0.2826         0.5085         14.0287        0.0297         0.3220         9.3335         7.2052         295.3937       
200.0000       6.0597         21.0000        5.7179         557.2181       223.3087       174.8493       -9.7819        35.1298        459.7701       139.4600       302.2468       297.5191       299.8829       155.9215       147.0334       151.4775       399.1307       378.7137       388.9443       0.2838         0.5051         13.9632        0.0293         0.3181         9.3685         7.2420         296.2884       
200.0000       6.0389         22.0000        5.7376         562.1742       226.6685       178.6974       -9.5130        35.5328        464.0744       141.0208       306.2833       301.5522       303.9177       156.9162       148.0647       152.4904       402.0830       381.7184       391.9224       0.2851         0.5017         13.8965        0.0290         0.3146         9.4024         7.2780         297.1527       
200.0000       6.0181         23.0000        5.7574         567.0914       230.0305       182.5346       -9.2432        35.9264        468.3183       142.5531       310.3000       305.5628       307.9314       157.8875       149.0680       153.4777       404.9756       384.6534       394.8358       0.2863         0.4984         13.8286        0.0287         0.3113         9.4355         7.3133         297.9872       
200.0000       5.9973         24.0000        5.7773         571.9698       233.3946       186.3608       -8.9725        36.3108        472.5018       144.0571       314.2971       309.5509       311.9240       158.8354       150.0438       154.4396       407.8085       387.5193       397.6849       0.2875         0.4951         13.7596        0.0285         0.3083         9.4675         7.3479         298.7924       
200.0000       5.9766         25.0000        5.7974         576.8094       236.7609       190.1761       -8.7009        36.6859        476.6249       145.5327       318.2744       313.5166       315.8955       159.7600       150.9922       155.3761       410.5819       390.3167       400.4700       0.2887         0.4919         13.6895        0.0282         0.3055         9.4986         7.3817         299.5687       
200.0000       5.9582         26.0000        5.8153         581.6107       240.1296       193.9807       -8.4284        37.0518        480.6880       146.9802       322.2324       317.4600       319.8462       160.6614       151.9136       156.2875       413.2960       393.0463       403.1916       0.2899         0.4886         13.6183        0.0280         0.3030         9.5307         7.4163         300.3366       
200.0000       5.9399         27.0000        5.8332         586.3733       243.5005       197.7744       -8.1550        37.4084        484.6908       148.3994       326.1707       321.3810       323.7758       161.5396       152.8083       157.1739       415.9507       395.7085       405.8498       0.2911         0.4854         13.5460        0.0278         0.3006         9.5620         7.4502         301.0767       
200.0000       5.9215         28.0000        5.8513         591.0973       246.8736       201.5572       -7.8807        37.7558        488.6334       149.7902       330.0894       325.2796       327.6845       162.3945       153.6763       158.0354       418.5459       398.3037       408.4448       0.2923         0.4823         13.4725        0.0276         0.2984         9.5924         7.4834         301.7892       
200.0000       5.9032         29.0000        5.8695         595.7829       250.2490       205.3292       -7.6055        38.0939        492.5159       151.1528       333.9885       329.1557       331.5721       163.2261       154.5181       158.8721       421.0817       400.8323       410.9768       0.2934         0.4791         13.3981        0.0274         0.2965         9.6219         7.5160         302.4747       
200.0000       5.8848         30.0000        5.8878         600.4299       253.6265       209.0903       -7.3294        38.4227        496.3382       152.4872       337.8680       333.0095       335.4388       164.0346       155.3337       159.6841       423.5581       403.2948       413.4460       0.2946         0.4760         13.3225        0.0272         0.2947         9.6506         7.5480         303.1334       
300.0000       6.6198         0.0000         5.2341         438.3626       151.8071       89.4419        -15.4009       23.2761        350.6813       97.6882        209.8654       204.5074       207.1864       127.5119       116.1295       121.8207       318.1091       292.9399       305.5723       0.2542         0.5880         14.8372        0.0467         0.5163         8.4034         6.2916         268.6866       
300.0000       6.5888         1.0000         5.2588         444.2856       155.1430       93.5516        -15.1514       23.8970        356.3779       99.9062        214.3824       209.0873       211.7349       129.0569       117.9296       123.4933       322.4637       297.8004       310.1768       0.2558         0.5832         14.8109        0.0451         0.4971         8.4602         6.3453         270.3656       
300.0000       6.5577         2.0000         5.2837         450.1644       158.4801       97.6489        -14.9011       24.5077        362.0098       102.0936       218.8772       213.6412       216.2592       130.5766       119.6858       125.1312       326.7523       302.5578       314.6972       0.2575         0.5786         14.7822        0.0435         0.4795         8.5151         6.3976         271.9907       
300.0000       6.5267         3.0000         5.3088         455.9993       161.8184       101.7340       -14.6499       25.1082        367.5772       104.2505       223.3499       218.1694       220.7596       132.0709       121.3993       126.7351       330.9754       307.2152       319.1350       0.2591         0.5741         14.7512        0.0421         0.4633         8.5682         6.4486         273.5639       
300.0000       6.4957         4.0000         5.3341         461.7908       165.1581       105.8069       -14.3979       25.6987        373.0803       106.3771       227.8006       222.6720       225.2363       133.5401       123.0716       128.3059       335.1336       311.7751       323.4919       0.2606         0.5697         14.7180        0.0408         0.4483         8.6196         6.4981         275.0869       
300.0000       6.4647         5.0000         5.3596         467.5391       168.4992       109.8678       -14.1450       26.2790        378.5195       108.4736       232.2297       227.1494       229.6895       134.9843       124.7038       129.8441       339.2272       316.2401       327.7692       0.2622         0.5653         14.6828        0.0396         0.4346         8.6693         6.5464         276.5613       
300.0000       6.4370         6.0000         5.3827         473.2457       171.8421       113.9171       -13.8911       26.8497        383.8960       110.5406       236.6378       231.6024       234.1201       136.4040       126.2974       131.3507       343.2579       320.6134       331.9695       0.2637         0.5610         14.6456        0.0385         0.4219         8.7196         6.5951         278.0123       
300.0000       6.4093         7.0000         5.4060         478.9098       175.1864       117.9546       -13.6365       27.4104        389.2090       112.5777       241.0244       236.0305       238.5275       137.7989       127.8531       132.8260       347.2248       324.8960       336.0927       0.2652         0.5569         14.6065        0.0374         0.4101         8.7683         6.6425         279.4181       
300.0000       6.3816         8.0000         5.4294         484.5315       178.5324       121.9802       -13.3809       27.9612        394.4587       114.5849       245.3897       240.4340       242.9119       139.1691       129.3717       134.2704       351.1283       329.0901       340.1401       0.2666         0.5528         14.5655        0.0365         0.3993         8.8155         6.6888         280.7801       
300.0000       6.3540         9.0000         5.4531         490.1111       181.8799       125.9939       -13.1245       28.5022        399.6453       116.5624       249.7337       244.8131       247.2734       140.5147       130.8542       135.6845       354.9688       333.1973       344.1126       0.2681         0.5487         14.5228        0.0356         0.3892         8.8613         6.7339         282.0993       
300.0000       6.3264         10.0000        5.4769         495.6488       185.2290       129.9960       -12.8672       29.0333        404.7690       118.5103       254.0565       249.1678       251.6121       141.8358       132.3014       137.0686       358.7466       337.2193       348.0114       0.2695         0.5448         14.4783        0.0348         0.3800         8.9056         6.7780         283.3773       
300.0000       6.3024         11.0000        5.4977         501.1462       188.5802       133.9869       -12.6090       29.5549        409.8311       120.4292       258.3591       253.4990       255.9290       143.1329       133.7144       138.4237       362.4630       341.1589       351.8383       0.2709         0.5409         14.4323        0.0340         0.3714         8.9512         6.8229         284.6428       
300.0000       6.2785         12.0000        5.5186         506.6021       191.9331       137.9662       -12.3499       30.0668        414.8306       122.3186       262.6406       257.8063       260.2234       144.4056       135.0935       139.7496       366.1171       345.0164       355.5932       0.2723         0.5370         14.3846        0.0333         0.3634         8.9955         6.8669         285.8693       
