The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
2500.0000      26.0000        8.0197         550.7238       210.1581       176.1434       30.8578        548.8053       163.7176       308.4366       170.4265       432.1615       
2500.0000      28.0000        7.9654         561.3642       216.1317       182.8005       31.6947        558.0680       167.6966       316.1057       173.2943       439.9603       
2500.0000      30.0000        7.9102         571.9015       222.1014       189.4414       32.5216        567.2614       171.6095       323.7364       176.1056       447.6180       
2500.0000      32.0000        7.8589         582.3459       228.0705       196.0701       33.3376        576.3946       175.4617       331.3343       178.8646       455.1455       
2500.0000      34.0000        7.8157         592.7062       234.0418       202.6899       34.1421        585.4749       179.2574       338.9044       181.5751       462.5514       
2500.0000      36.0000        7.7748         602.9720       240.0116       209.2967       34.9363        594.4935       182.9917       346.4407       184.2333       469.8269       
2500.0000      38.0000        7.7298         613.1327       245.9761       215.8855       35.7219        603.4405       186.6592       353.9367       186.8355       476.9625       
2500.0000      40.0000        7.6813         623.1901       251.9355       222.4568       36.4990        612.3177       190.2612       361.3934       189.3827       483.9606       
2500.0000      42.0000        7.6316         633.1495       257.8915       229.0127       37.2676        621.1293       193.8003       368.8136       191.8773       490.8270       
2500.0000      44.0000        7.5836         643.0167       263.8460       235.5555       38.0269        629.8805       197.2794       376.2007       194.3217       497.5677       
2500.0000      46.0000        7.5393         652.7963       269.8005       242.0871       38.7767        638.5753       200.7008       383.5571       196.7178       504.1871       
2500.0000      48.0000        7.4974         662.4860       275.7541       248.6065       39.5172        647.2116       204.0634       390.8817       199.0650       510.6839       
2500.0000      50.0000        7.4559         672.0834       281.7056       255.1123       40.2494        655.7871       207.3662       398.1727       201.3627       517.0561       
2500.0000      52.0000        7.4148         681.5889       287.6552       261.6045       40.9731        664.3022       210.6093       405.4303       203.6111       523.3046       
2500.0000      54.0000        7.3743         691.0034       293.6029       268.0835       41.6888        672.7573       213.7934       412.6548       205.8109       529.4305       
2500.0000      56.0000        7.3334         700.3254       299.5480       274.5483       42.3967        681.1513       216.9177       419.8453       207.9618       535.4331       
2500.0000      58.0000        7.2913         709.5546       305.4902       280.9985       43.0975        689.4835       219.9822       427.0014       210.0637       541.3122       
2500.0000      60.0000        7.2505         718.6954       311.4311       287.4362       43.7902        697.7580       222.9892       434.1258       212.1186       547.0723       
2500.0000      62.0000        7.2129         727.7519       317.3723       293.8633       44.4743        705.9785       225.9403       441.2208       214.1278       552.7171       
2500.0000      64.0000        7.1763         736.7201       323.3120       300.2776       45.1508        714.1412       228.8340       448.2841       216.0903       558.2435       
2500.0000      66.0000        7.1381         745.5965       329.2486       306.6773       45.8207        722.2428       231.6686       455.3131       218.0050       563.6487       
2500.0000      68.0000        7.1003         754.3849       335.1834       313.0641       46.4835        730.2867       234.4460       462.3102       219.8734       568.9362       
2500.0000      70.0000        7.0651         763.0891       341.1182       319.4399       47.1383        738.2764       237.1679       469.2777       221.6969       574.1095       
2500.0000      72.0000        7.0312         771.7074       347.0520       325.8037       47.7857        746.2102       239.8336       476.2146       223.4750       579.1674       
2500.0000      74.0000        6.9969         780.2374       352.9836       332.1540       48.4266        754.0859       242.4421       483.1191       225.2071       584.1079       
2500.0000      76.0000        6.9623         788.6796       358.9131       338.4910       49.0610        761.9036       244.9937       489.9913       226.8935       588.9318       
2500.0000      78.0000        6.9277         797.0349       364.8407       344.8150       49.6891        769.6643       247.4888       496.8319       228.5347       593.6399       
