Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
200.0000       7.8667         14.0000        4.3045         570.1188       199.4980       167.9801       22.2129        564.4746       182.4495       308.4032       308.1530       308.2781       187.9922       186.4900       187.2411       468.7348       465.5543       467.1454       0.2474         0.6074         20.8249        0.0040         0.0411         11.3850        8.4628         346.5139       
200.0000       7.8185         16.0000        4.3310         580.2413       205.5254       174.6748       22.5876        573.4095       186.0830       315.9602       315.7045       315.8324       190.5059       189.0478       189.7768       475.8759       472.7754       474.3264       0.2497         0.6009         20.7128        0.0038         0.0394         11.4607        8.5395         348.5863       
200.0000       7.7742         18.0000        4.3557         590.2843       211.5532       181.3594       22.9555        582.2937       189.6638       323.4896       323.2285       323.3590       192.9780       191.5528       192.2654       482.9077       479.8652       481.3872       0.2519         0.5946         20.6018        0.0037         0.0380         11.5366        8.6162         350.6223       
200.0000       7.7292         20.0000        4.3810         600.2471       217.5812       188.0336       23.3167        591.1267       193.1917       330.9908       330.7246       330.8577       195.4081       194.0056       194.7069       489.8301       486.8251       488.3283       0.2540         0.5885         20.4917        0.0036         0.0370         11.6094        8.6902         352.5887       
200.0000       7.6795         22.0000        4.4094         610.1295       223.6093       194.6972       23.6711        599.9081       196.6664       338.4638       338.1926       338.3282       197.7961       196.4068       197.1015       496.6433       493.6562       495.1504       0.2561         0.5826         20.3822        0.0035         0.0362         11.6760        8.7595         354.4554       
200.0000       7.6296         24.0000        4.4382         619.9321       229.6376       201.3505       24.0187        608.6384       200.0883       345.9089       345.6329       345.7709       200.1424       198.7574       199.4499       503.3482       500.3607       501.8551       0.2581         0.5768         20.2732        0.0035         0.0356         11.7399        8.8265         356.2590       
200.0000       7.5845         26.0000        4.4646         629.6557       235.6663       207.9938       24.3597        617.3184       203.4578       353.3264       353.0459       353.1861       202.4471       201.0581       201.7526       509.9459       506.9407       508.4439       0.2601         0.5712         20.1645        0.0034         0.0353         11.8051        8.8942         358.0393       
200.0000       7.5412         28.0000        4.4903         639.2999       241.6955       214.6269       24.6939        625.9477       206.7747       360.7162       360.4313       360.5738       204.7102       203.3094       204.0098       516.4363       513.3972       514.9174       0.2620         0.5658         20.0560        0.0034         0.0352         11.8693        8.9611         359.7756       
200.0000       7.4968         30.0000        4.5169         648.8645       247.7248       221.2497       25.0214        634.5261       210.0390       368.0782       367.7892       367.9337       206.9316       205.5118       206.2217       522.8194       519.7311       521.2759       0.2639         0.5605         19.9476        0.0034         0.0353         11.9303        9.0254         361.4461       
200.0000       7.4561         32.0000        4.5415         658.3502       253.7547       227.8626       25.3423        643.0543       213.2509       375.4127       375.1197       375.2662       209.1116       207.6661       208.3888       529.0960       525.9441       527.5207       0.2657         0.5553         19.8390        0.0035         0.0356         11.9921        9.0901         363.0910       
200.0000       7.4234         34.0000        4.5615         667.7575       259.7851       234.4656       25.6564        651.5326       216.4108       382.7200       382.4233       382.5717       211.2503       209.7729       210.5116       535.2670       532.0380       533.6532       0.2675         0.5503         19.7303        0.0035         0.0360         12.0583        9.1580         364.7475       
200.0000       7.3929         36.0000        4.5803         677.0859       265.8160       241.0585       25.9638        659.9605       219.5183       389.9998       389.6996       389.8497       213.3476       211.8323       212.5899       541.3317       538.0129       539.6730       0.2693         0.5453         19.6213        0.0036         0.0365         12.1243        9.2257         366.3706       
200.0000       7.3582         38.0000        4.6019         686.3344       271.8471       247.6410       26.2647        668.3374       222.5731       397.2516       396.9482       397.0999       215.4031       213.8445       214.6238       547.2897       543.8690       545.5801       0.2710         0.5405         19.5119        0.0036         0.0372         12.1850        9.2892         367.9075       
200.0000       7.3198         40.0000        4.6261         695.5034       277.8783       254.2132       26.5591        676.6633       225.5752       404.4755       404.1690       404.3222       217.4170       215.8100       216.6135       553.1412       549.6073       551.3750       0.2727         0.5357         19.4020        0.0037         0.0380         12.2406        9.3488         369.3628       
200.0000       7.2801         42.0000        4.6513         704.5931       283.9098       260.7751       26.8468        684.9385       228.5249       411.6716       411.3623       411.5170       219.3893       217.7292       218.5592       558.8866       555.2289       557.0586       0.2744         0.5311         19.2915        0.0038         0.0389         12.2933        9.4060         370.7571       
200.0000       7.2419         44.0000        4.6758         713.6039       289.9417       267.3269       27.1281        693.1635       231.4223       418.8403       418.5283       418.6843       221.3202       219.6026       220.4614       564.5264       560.7350       562.6316       0.2760         0.5266         19.1805        0.0039         0.0399         12.3453        9.4627         372.1154       
200.0000       7.2074         46.0000        4.6983         722.5362       295.9741       273.8688       27.4026        701.3384       234.2675       425.9816       425.6673       425.8244       223.2098       221.4307       222.3203       570.0609       566.1264       568.0946       0.2776         0.5221         19.0688        0.0040         0.0409         12.3987        9.5202         373.4572       
200.0000       7.1751         48.0000        4.7194         731.3898       302.0069       280.4007       27.6706        709.4632       237.0606       433.0955       432.7790       432.9373       225.0582       223.2137       224.1359       575.4900       571.4037       573.4479       0.2792         0.5177         18.9564        0.0041         0.0420         12.4523        9.5779         374.7715       
200.0000       7.1431         50.0000        4.7405         740.1645       308.0401       286.9225       27.9321        717.5377       239.8015       440.1819       439.8635       440.0227       226.8651       224.9518       225.9085       580.8137       576.5673       578.6916       0.2808         0.5134         18.8432        0.0042         0.0433         12.5045        9.6344         376.0434       
200.0000       7.1115         52.0000        4.7616         748.8604       314.0737       293.4342       28.1870        725.5619       242.4901       447.2408       446.9207       447.0807       228.6308       226.6452       227.6380       586.0319       581.6178       583.8260       0.2824         0.5092         18.7292        0.0044         0.0445         12.5554        9.6899         377.2733       
200.0000       7.0804         54.0000        4.7825         757.4776       320.1077       299.9357       28.4354        733.5358       245.1265       454.2722       453.9506       454.1114       230.3551       228.2944       229.3247       591.1448       586.5557       588.8515       0.2839         0.5050         18.6143        0.0045         0.0458         12.6051        9.7444         378.4632       
